county,precinct,number_active_voters_2024,votesBiden_2020,votesJorgensen_2020,votesTrump_2020,average_voter_age,average_voter_income,average_voter_turnout_2022,average_voter_turnout_2020,average_voter_female,average_voter_reg_democrat,average_voter_reg_republican,average_voter_hispanic,average_voter_afam,deb_fischer,dan_osborn,senate_totals,harris_walz,trump_vance,chaseoliver,cornelwest,jillstein,potus_totals
"HITCHCOCK","PALISADE",229,10,21,148,51.5196,56638.753,.57205242,.66375548,.4497817,.0917031,.7423581,.0305677,0,137,48,185,20,162,0,3,0,185
"HITCHCOCK","STRATTON",371,5,36,276,57.7439,70095.618,.60916442,.76010782,.4878706,.1132075,.7735849,.0080863,0,239,72,311,40,270,1,1,0,312
"HITCHCOCK","TRENTON",484,4,61,340,55.8182,67399.593,.57438016,.72314048,.4979339,.1053719,.7210744,.0227273,0,287,100,387,43,347,2,1,1,394
"HOLT","01 ANTELOPE, IOWA & VERDIGRIS",275,3,44,176,53.64,77996.036,.60363638,.73454547,.4872727,.1054545,.7672727,.0145455,0,155,67,222,37,187,3,1,0,228
"HOLT","02 ATKINSON & SURROUNDING TWPS",725,7,65,549,54.6303,84391.404,.5848276,.8110345,.4813793,.0827586,.8482758,.0068966,0,477,121,598,66,533,1,1,1,602
"HOLT","03 CHAMBERS & SURROUNDING TWPS",563,9,41,454,55.3037,75218.942,.71580815,.82948488,.4955595,.0479574,.9076377,.0106572,0,392,98,490,36,456,5,0,1,498
"HOLT","04 EMMET & NORTHEAST TWPS",295,2,25,227,56.4475,78162.399,.66440678,.81694913,.4745763,.1050847,.7762712,.0101695,0,199,59,258,30,227,0,0,1,258
"HOLT","05 EWING, GOLDEN & DELOIT",404,3,23,348,55.3094,72041.654,.63613862,.81435645,.4975247,.1113861,.7871287,.0074257,0,297,49,346,16,341,1,0,1,359
"HOLT","06 INMAN TWP",199,4,23,142,57.9749,49484.091,.68844223,.78894472,.4623116,.1155779,.7386935,0,0,103,57,160,30,135,2,0,1,168
"HOLT","07 STUART & CLEVELAND TWPS",612,5,58,443,53.9134,81049.847,.61437911,.77614379,.4885621,.125817,.7941176,.004902,0,361,136,497,76,424,4,0,0,504
"HOLT","08 GRATTAN & SHIELDS TWPS",621,1,50,490,52.8937,95131.938,.61191624,.79871178,.4814815,.0805153,.8470209,.0096618,0,462,87,549,38,506,1,1,2,548
"HOLT","09 ATKINSON WARD I",800,21,98,542,55.1053,77135.693,.58375001,.73500001,.52375,.11875,.75625,.0125,0,455,177,632,84,547,6,2,1,640
"HOLT","10 O'NEILL WARD I",607,10,105,423,51.9835,82352.447,.61285007,.79077429,.5156507,.121911,.752883,.014827,0,373,143,516,91,419,2,1,0,513
"HOLT","11 O'NEILL WARD II",544,6,73,462,56.9834,81091.164,.64705884,.83455884,.5661765,.1231618,.7904412,.0073529,0,361,114,475,81,395,3,0,1,480
"HOLT","12 O'NEILL WARD III",395,3,37,269,55.0203,59323.698,.49873418,.70379746,.4936709,.1291139,.6962025,.0253165,0,213,88,301,43,252,2,0,1,298
"HOLT","13 O'NEILL WARD IV",420,8,44,244,52.3548,64612.614,.49285713,.68095237,.5190476,.1476191,.6880952,.05,0,199,97,296,48,248,6,1,0,303
"HOOKER","PRECINCT 1",507,7,59,375,55.6489,73909.621,.70808679,.78500986,.5207101,.0927022,.8106509,.0059172,0,329,99,428,55,375,3,0,0,433
"HOWARD","DANNEBROG",514,11,110,345,56.1092,83107.639,.58171207,.79377431,.4922179,.1809338,.6264591,.0136187,0,292,140,432,97,343,2,0,0,442
"HOWARD","ELBA",352,9,43,244,54.9119,62663.875,.58522725,.77272725,.4375,.1789773,.7159091,.0028409,0,248,77,325,42,281,3,3,0,329
"HOWARD","ST. LIBORY",536,4,56,366,52.1884,102952.85,.58022386,.73507464,.488806,.1324627,.7070895,.0205224,0,343,96,439,54,377,1,2,1,435
"HOWARD","ST. PAUL WARD I",853,15,132,569,54.2814,75123.592,.59202814,.76553339,.5146542,.1864009,.6553341,.014068,0,481,246,727,153,585,4,2,3,747
"HOWARD","ST. PAUL WARD II",1153,20,203,715,54.8699,80614.673,.54206419,.74067652,.5290546,.189072,.6608847,.0164788,0,674,295,969,195,774,10,1,1,981
"JEFFERSON","BUCKLEY-ANTELOPE-ENDICOTT",510,6,104,342,57.7275,78556.536,.68039215,.77450979,.4803922,.1843137,.6627451,.0078431,0,298,141,439,108,328,2,1,1,440
"JEFFERSON","CUB-ROCK CREEK",237,2,39,177,57.4093,89300.9,.68776369,.81434602,.5021097,.164557,.7341772,0,0,140,63,203,34,166,1,1,0,202
"JEFFERSON","EUREKA-WASHINGTON",235,4,43,157,56.6851,90510.444,.71489364,.84680849,.4978724,.1531915,.7276596,.0085106,0,143,66,209,47,161,0,1,1,210
"JEFFERSON","JEFFERSON-PLEASANT-NEWTON",526,9,122,321,55.711,88314.744,.60266161,.78707224,.5076045,.1939164,.6596958,.013308,0,272,178,450,117,327,3,0,1,448
"JEFFERSON","LINCOLN-MERIDIAN-FAIRBURY-RICH",373,5,84,241,57.4826,100617.56,.69436997,.82037532,.5040215,.1608579,.7238606,.0080429,0,219,120,339,89,251,1,1,3,345
"JEFFERSON","PLYMOUTH-GIBSON",495,8,105,311,54.7192,87084.369,.64040405,.81212121,.5090909,.1838384,.6505051,.0141414,0,280,123,403,95,304,3,2,3,407
"JEFFERSON","WARD I",408,11,128,235,54.1127,59552.873,.49264705,.67401963,.5122549,.2254902,.5269608,.0392157,.002451,194,157,351,101,245,2,2,0,350
"JEFFERSON","WARD II",382,7,88,186,53.8377,58759.311,.46858639,.62041885,.4790576,.2251309,.526178,.039267,0,141,145,286,103,181,2,4,1,291
"JEFFERSON","WARD III",494,18,137,304,55.4494,65600.824,.58299595,.75910932,.5080972,.2125506,.5708502,.01417,0,247,169,416,121,290,4,3,1,419
"JEFFERSON","WARD IV",580,14,166,342,59.3074,71389.761,.61724138,.75862068,.5517241,.2,.6051724,.0189655,0,303,196,499,150,341,3,0,2,496
"JOHNSON","NEMAHA I",424,9,103,226,54.8656,66687.932,.5731132,.68160379,.4882075,.2240566,.5872642,.0683962,.009434,165,147,312,106,200,2,0,3,311
"JOHNSON","NEMAHA II",803,15,232,440,55.2964,70956.419,.60273975,.74221671,.5080947,.2191781,.5927771,.0448319,.0062266,338,300,638,207,431,4,5,1,648
"JOHNSON","SPRING CREEK",340,12,66,213,54.6382,77191.917,.61764705,.74411762,.5,.1647059,.6088235,.0088235,0,182,115,297,72,227,1,0,0,300
"JOHNSON","STERLING",747,20,175,444,52.988,95694.699,.61445785,.79384202,.5046854,.227577,.605087,.0200803,0,365,242,607,167,438,4,1,4,614
"JOHNSON","TODD CREEK",189,4,49,124,59.254,67845.098,.69312167,.83068782,.5502645,.1640212,.6825397,0,0,110,60,170,40,127,2,2,1,172
"JOHNSON","WESTERN",128,4,22,71,55.1953,87934.624,.6328125,.765625,.4140625,.2421875,.5859375,.03125,0,58,48,106,33,71,0,1,0,105
"KEARNEY","LIBERTY/LINCOLN/MAY",396,6,40,211,55.6439,99450.069,.6388889,.79545456,.469697,.1893939,.7171717,.030303,0,226,106,332,71,254,3,0,2,330
"KEARNEY","LOGAN/HAYES/SHERMAN",323,5,28,253,51.3282,109353.45,.59133124,.81424147,.4829721,.123839,.7430341,.0123839,0,208,74,282,54,229,3,0,2,288
"KEARNEY","LOWELL",253,2,18,90,55.2213,99021.813,.60869563,.79446638,.486166,.1660079,.6798419,.027668,0,166,63,229,47,181,1,0,0,229
"KEARNEY","MIRAGE",563,8,89,396,51.8988,85479.165,.58436942,.77442276,.5115453,.1136767,.7104796,.026643,.0017762,388,121,509,94,409,1,5,3,512
"KEARNEY","NEWARK/BLAINE",655,7,90,345,53.3023,97228.464,.60763359,.78320611,.491603,.1206107,.7358779,.0122137,0,454,127,581,110,471,1,0,0,582
"KEARNEY","NORTH",530,20,106,307,50.6491,72259.756,.53207546,.72452831,.5132076,.154717,.6735849,.0566038,.0037736,278,144,422,94,324,5,0,0,423
"KEARNEY","ONEIDA",307,8,42,222,53.4756,74657.953,.62866449,.79153097,.4885994,.1400651,.7166124,.0032573,0,208,59,267,39,221,4,1,0,265
"KEARNEY","SOUTH",647,12,123,441,51.6538,89289.766,.58268934,.78052551,.5069552,.1530139,.7032458,.0293663,0,375,174,549,132,411,2,2,1,548
"KEITH","BRULE",518,3,64,376,58.1506,84367.02,.58301157,.74131274,.476834,.1003861,.7220078,.0675676,0,354,105,459,60,401,0,2,3,466
"KEITH","FIFTH WARD",857,7,152,514,55.4446,81551.96,.58809799,.74912483,.5297549,.0910152,.705951,.0490082,.0011669,495,238,733,148,575,8,0,4,735
"KEITH","LONERGAN",487,1,61,236,62.1376,63442.442,.59548253,.76796716,.4804928,.1129363,.6796715,.0164271,0,321,118,439,78,364,0,0,0,442
"KEITH","PAXTON",515,5,57,402,55.1981,79870.647,.63495147,.81941748,.4718447,.0951456,.776699,.0252427,0,348,86,434,53,381,0,2,2,438
"KEITH","RURAL OGALLALA",752,6,72,456,57.2886,96999.225,.66489363,.81914896,.5106383,.081117,.7726064,.018617,0,492,160,652,100,552,5,1,2,660
"KEITH","SECOND WARD",624,10,94,330,53.6362,61503.97,.49198717,.66666669,.4823718,.1458333,.6153846,.0528846,0,305,193,498,107,383,6,4,3,503
"KEITH","THIRD WARD",437,5,87,289,53.7597,64029.021,.47826087,.70938218,.4897025,.1281465,.6475973,.0480549,.0022883,221,127,348,72,283,2,1,0,358
"KEYA PAHA","CUSTER",187,0,17,147,54.5455,63170.947,.70588237,.83957219,.4973262,.0855615,.8877006,.0053476,0,148,34,182,21,163,0,0,0,184
"KEYA PAHA","GARFIELD",201,3,18,178,57.4229,70635.857,.68656719,.81592041,.4676617,.0447761,.880597,.0049751,0,153,27,180,12,173,0,0,0,185
"KEYA PAHA","MILLS",196,1,14,151,55.199,79240.301,.68367344,.84693879,.4744898,.0561224,.8826531,.0102041,0,147,24,171,11,161,0,0,0,172
"KIMBALL","1ST WARD",834,22,123,581,58.1214,58795.95,.52038372,.66546762,.4976019,.1378897,.705036,.0671463,.001199,401,225,626,120,502,13,0,2,637
"KIMBALL","2ND WARD",538,7,67,354,56.7169,69005.872,.58550185,.6710037,.5,.1003717,.7081785,.0427509,0,279,117,396,70,332,1,3,2,408
"KIMBALL","ANTELOPE",400,5,31,299,57.3275,78596.222,.60250002,.755,.485,.0975,.77,.0175,0,251,68,319,38,287,1,0,0,326
"KIMBALL","BUSHNELL",184,3,25,132,56.788,68784.123,.625,.71739131,.4619565,.1195652,.6956522,.0163043,0,106,34,140,24,120,1,0,0,145
"KIMBALL","DIX",265,6,22,195,55.5434,69955.042,.52830189,.67547172,.490566,.109434,.7433962,.0226415,0,160,28,188,19,169,1,0,0,189
"KNOX","BLOOMFIELD AREA",795,9,157,566,57.4937,78661.346,.75220126,.84025156,.5220126,.1509434,.7081761,.0176101,0,505,196,701,116,573,9,2,1,701
"KNOX","CROFTON AREA",927,12,149,691,56.0237,78364.028,.77777779,.80906147,.4962244,.1920173,.6440129,.0032362,.0021575,606,204,810,133,674,1,4,1,813
"KNOX","LINDY/SANTEE AREA",700,7,160,176,53.5743,74416.017,.6257143,.75428569,.5057143,.3414286,.4828571,.04,0,310,208,518,183,330,9,1,0,523
"KNOX","VERDIGRE AREA",851,10,97,513,57.7309,71768.766,.71562868,.8296122,.5076381,.1786134,.6980023,.012926,0,569,161,730,102,623,5,5,2,737
"KNOX","WAUSA AREA",705,11,84,507,53.8139,89619.2,.70070922,.8425532,.5177305,.1106383,.729078,.0099291,.0014184,467,121,588,85,511,3,1,2,602
"LANCASTER","1 A-1",1287,26,659,482,48.2737,96895.156,.53146851,.7210567,.5019425,.3442113,.3791764,.0582751,.008547,397,585,982,522,453,10,1,0,986
"LANCASTER","1 D-1",828,19,395,285,50.5326,62285.186,.49154589,.70531398,.4987923,.384058,.3128019,.071256,.013285,222,388,610,318,281,3,0,5,607
"LANCASTER","1 D-2",1416,40,654,482,48.5155,66697.092,.47810733,.67796612,.5190678,.3891243,.3199153,.0882768,.0346045,340,639,979,553,423,5,1,4,986
"LANCASTER","1 D-4",961,14,436,424,62.0739,74057.602,.64412069,.7877211,.5972945,.3527575,.433923,.0291363,.0031217,364,386,750,360,391,2,1,2,756
"LANCASTER","1 D-5",749,19,370,294,51.1282,77194.372,.53004003,.71295059,.5046729,.3538051,.3978638,.0560748,.0080107,238,325,563,290,283,2,0,1,576
"LANCASTER","1 D-6",1095,29,530,390,48.7854,77035.619,.50136983,.6940639,.4931507,.3726027,.3506849,.0694064,.0182648,294,495,789,415,358,5,3,3,784
"LANCASTER","1 D-7",702,7,293,329,56.1239,88619.305,.64814812,.81196582,.5071225,.3233618,.477208,.02849,.0014245,273,271,544,239,297,3,3,1,543
"LANCASTER","1 D-8",1089,16,442,449,48.8603,85129.818,.51147842,.71074378,.5041322,.3370064,.4113866,.0385675,.0137741,342,424,766,377,399,8,1,4,789
"LANCASTER","1 D-9",1017,11,432,481,45.2301,102576.48,.51917404,.72074729,.4759095,.294002,.4582104,.0255654,.0078663,384,411,795,359,437,3,0,2,801
"LANCASTER","1 E-2",1247,32,532,412,45.587,60400.936,.33119488,.58219725,.499599,.3480353,.287089,.1403368,.0184443,281,500,781,399,370,8,7,4,788
"LANCASTER","1 E-4",877,14,340,434,46.4721,114622.34,.59064996,.76738882,.4811859,.2611175,.4834664,.0239453,.0022805,359,359,718,304,402,4,2,4,716
"LANCASTER","1 E-5",889,37,414,307,44.7593,90028.941,.49831271,.68728906,.4566929,.3172103,.3487064,.0472441,.0044994,260,448,708,361,335,5,2,3,706
"LANCASTER","1 E-6",928,8,397,448,47.2338,97604.827,.61745691,.77262932,.4773707,.3092673,.4913793,.0549569,.0064655,362,446,808,371,425,10,2,2,810
"LANCASTER","1 E-7",1343,20,445,382,46.143,66532.069,.39985108,.62546539,.4921817,.3440059,.3268801,.1057334,.0059568,329,614,943,525,426,6,8,1,966
"LANCASTER","1 E-8",861,19,342,410,46.1371,95362.529,.61324042,.77468061,.504065,.2996516,.4355401,.0429733,.0046458,316,390,706,316,381,8,4,2,711
"LANCASTER","1 E-9",1221,33,588,544,49.335,120509.85,.65356266,.79361176,.4946765,.2891073,.4799345,.023751,.000819,550,578,1128,530,582,7,4,3,1126
"LANCASTER","1 F-1",960,31,505,374,46.5115,53449.496,.44166666,.68124998,.5385417,.3875,.29375,.0916667,.0270833,220,444,664,361,302,5,6,2,676
"LANCASTER","1 F-2",987,25,439,372,45.6616,73854.585,.45795339,.6899696,.5075988,.3221884,.3748733,.0921986,.0151976,309,408,717,330,385,5,6,3,729
"LANCASTER","10 B-1",1215,17,444,159,48.7556,66930.112,.59753084,.74567902,.5078189,.4897119,.2263374,.0633745,.0106996,206,765,971,709,257,6,5,6,983
"LANCASTER","10 B-4",846,24,453,312,49.903,87583.489,.73640662,.82505912,.5070922,.4030733,.392435,.034279,0,297,455,752,427,311,11,1,4,754
"LANCASTER","10 B-5",1108,24,489,262,51.5371,61546.221,.54693139,.72924185,.5433213,.4133574,.3222022,.051444,.0054152,263,625,888,563,310,4,7,5,889
"LANCASTER","10 C-12",686,9,344,323,55.1431,123802.03,.75510204,.86151606,.5393586,.3265306,.4825073,.0247813,0,285,322,607,308,293,2,2,1,606
"LANCASTER","10 C-4",612,11,336,217,52.7021,88819.824,.75816995,.85130721,.5228758,.3970588,.3954248,.0506536,0,198,335,533,314,205,1,1,3,524
"LANCASTER","10 C-5",664,15,355,250,50.5158,111928.49,.65813255,.78313255,.5045181,.3674699,.3960843,.0346386,.0060241,213,342,555,301,240,5,1,4,551
"LANCASTER","10 C-6",534,12,283,159,50.1142,76106.42,.61423218,.76966292,.5149813,.4007491,.3314607,.0430712,0,146,294,440,273,162,4,2,3,444
"LANCASTER","10 C-8",497,12,196,197,63.9515,100042.87,.7665996,.88732392,.5533199,.3360161,.4808853,.0201207,.0020121,204,260,464,262,200,6,1,1,470
"LANCASTER","10 D-1",606,13,369,187,48.4455,75807.805,.64356434,.80033004,.5,.4075907,.320132,.0445545,.0033003,142,368,510,340,171,2,3,2,518
"LANCASTER","10 D-2",1104,9,415,238,51.202,80181.871,.69293481,.83605075,.5054348,.3867754,.3496377,.0380435,.0027174,351,594,945,551,373,5,8,3,940
"LANCASTER","10 D-3",422,15,225,149,48.1588,79480.542,.58056873,.79146922,.5165877,.3601896,.3459716,.0379147,0,119,243,362,210,147,4,1,0,362
"LANCASTER","10 D-4",839,30,498,274,48.7092,71749.058,.63170439,.80929679,.5101311,.3790227,.3384982,.0286055,.0047676,209,479,688,410,265,9,3,1,688
"LANCASTER","10 D-8",939,19,486,381,59.3955,64608.89,.68264109,.83067095,.5729499,.3620873,.4164004,.0244941,.0031949,318,455,773,431,328,9,2,4,774
"LANCASTER","10 E-10",977,16,317,239,52.9191,94807.868,.69089049,.83930397,.5117707,.3654043,.395087,.024565,.0040942,319,529,848,459,374,8,4,5,850
"LANCASTER","10 E-12",1045,35,469,360,51.3062,73651.151,.54736841,.72057414,.5425837,.3626794,.3578947,.076555,.0028708,289,492,781,454,331,6,2,2,795
"LANCASTER","10 E-14",909,14,328,317,56.1861,123682.09,.75907588,.87678766,.5159516,.3388339,.4433443,.0242024,.0011001,358,483,841,451,385,4,2,4,846
"LANCASTER","10 E-16",1290,23,593,570,51.194,151991.79,.70775193,.84961241,.5193799,.2682171,.4744186,.0139535,.0015504,564,648,1212,603,606,8,2,2,1221
"LANCASTER","10 E-17",914,20,346,398,47.139,131762.67,.65754926,.83260393,.5098468,.2680525,.4824945,.0218818,.0010941,394,423,817,366,437,7,2,4,816
"LANCASTER","10 E-4",935,21,529,341,51.3455,92789.571,.69732618,.81818181,.5240642,.402139,.3572192,.0342246,.0053476,282,506,788,483,302,7,2,3,797
"LANCASTER","10 E-5",913,21,520,312,49.1281,81466.988,.61336255,.7557503,.5115005,.4162103,.3285871,.0460022,.0054765,248,521,769,464,307,1,2,3,777
"LANCASTER","10 E-7",935,28,449,359,51.3134,79239.434,.60213906,.77754009,.5101604,.3850267,.3764706,.0481283,.0042781,282,483,765,431,319,7,2,1,760
"LANCASTER","10 E-8",821,20,444,326,51.0865,81981.082,.60170525,.80024362,.5103532,.3751523,.4141291,.0304507,.001218,262,435,697,391,312,5,2,2,712
"LANCASTER","10 F-1",616,9,366,194,52.0795,76380.046,.58603895,.74837661,.5519481,.4123377,.3246753,.0405844,.0064935,155,332,487,307,170,7,3,1,488
"LANCASTER","10 F-10",903,16,337,325,52.1285,119075.54,.73089701,.81727576,.5249169,.3045404,.5083057,.0232558,.0011074,439,470,909,446,433,7,3,2,891
"LANCASTER","10 F-14",1021,15,496,454,55.6836,114443.35,.75514203,.85504407,.5269344,.3026445,.4916748,.0264447,.0078355,390,497,887,464,412,4,4,3,887
"LANCASTER","10 F-15",697,13,377,297,56.3702,117304.97,.72596842,.80774748,.5222381,.2984218,.492109,.0157819,0,304,342,646,339,313,2,0,1,655
"LANCASTER","10 F-2",493,6,238,188,49.643,77856.98,.55578095,.75456387,.4929006,.3549696,.3833672,.0324544,.0060852,148,242,390,211,171,4,2,5,393
"LANCASTER","10 F-3",549,6,325,215,54.286,108605.42,.75591987,.84517306,.5300546,.3934426,.3989071,.0218579,.0018215,191,298,489,279,202,6,0,2,489
"LANCASTER","10 F-4",775,16,407,274,53.5078,94773.492,.72774196,.81290323,.5187097,.4129032,.3806452,.0374194,0,249,399,648,370,277,7,2,1,657
"LANCASTER","10 F-6",639,14,294,269,51.241,127569.14,.70579028,.80594677,.5242566,.3035994,.4475743,.0266041,0,258,286,544,255,269,7,5,1,537
"LANCASTER","10 F-7",829,15,443,354,62.2766,113201.6,.73341376,.84439081,.5995175,.3751508,.4149578,.0301568,.0024125,280,413,693,407,287,6,5,2,707
"LANCASTER","10 G-1",793,11,424,314,68.7014,90867.636,.75031525,.86254728,.6128625,.3568726,.4653216,.0252207,.0025221,288,388,676,395,277,4,0,1,677
"LANCASTER","10 G-2",1154,19,329,352,53.6213,109837.25,.69410747,.81109184,.5155979,.3067591,.4558059,.0329289,.0069324,445,550,995,500,483,13,2,2,1000
"LANCASTER","10 G-3",826,13,436,317,52.6005,98754.097,.65859562,.79297823,.5363196,.3280872,.4225182,.0326877,0,258,405,663,371,304,5,0,1,681
"LANCASTER","10 G-5",633,15,257,294,51.9115,138402.55,.74249607,.83886254,.5402843,.2875198,.478673,.0094787,0,271,275,546,254,285,2,2,1,544
"LANCASTER","10 G-6",963,20,476,447,54.2755,124265.59,.70716512,.8328141,.5379024,.3271028,.4548286,.0332295,.0010384,394,472,866,445,403,7,2,0,857
"LANCASTER","10 G-7",674,13,298,296,53.2552,119679.43,.71661723,.81454009,.5281899,.305638,.4821959,.0178042,.0014837,272,294,566,262,289,9,1,1,562
"LANCASTER","10 H-1",955,11,476,459,61.7009,113173.71,.74240839,.83874345,.5507854,.3193717,.4816754,.0167539,0,405,454,859,429,413,6,2,1,851
"LANCASTER","10 H-4",1252,15,557,580,52.2045,135388.65,.68051118,.80191696,.523163,.2923323,.5039936,.0271566,.0031949,535,568,1103,536,537,6,3,4,1086
"LANCASTER","10 H-6",1287,9,501,453,53.338,118254.37,.73815072,.83605283,.5213675,.2944833,.5135975,.018648,.002331,561,554,1115,521,584,6,1,3,1115
"LANCASTER","10 H-7",1396,17,360,486,48.7428,134352.32,.66690546,.81088823,.4964183,.2614613,.5207736,.0200573,.0014327,663,592,1255,529,704,19,4,0,1256
"LANCASTER","11 A-1",849,17,350,207,49.0177,45729.551,.49705535,.68433452,.5253239,.4122497,.2720848,.0518257,.0176678,179,411,590,334,241,7,11,1,594
"LANCASTER","11 B-1",905,13,426,337,50.5359,56671.48,.519337,.70607734,.4983425,.3281768,.3314917,.0453039,.0055249,225,421,646,330,306,4,8,7,655
"LANCASTER","11 D-2",606,20,344,200,45.2838,56391.347,.44224423,.64191419,.4884489,.3811881,.2673267,.0693069,.009901,134,302,436,275,165,3,6,0,449
"LANCASTER","11 E-1",915,22,397,318,49.0699,54538.027,.47540984,.69071037,.5016394,.3803279,.3180328,.0622951,.0065574,239,432,671,375,286,11,5,1,678
"LANCASTER","11 E-10",535,19,260,207,49.7738,60476.934,.61869156,.77570093,.482243,.353271,.3607477,.0411215,.0018692,165,288,453,231,216,5,4,3,459
"LANCASTER","11 E-3",1080,38,649,346,47.4111,64444.614,.53888887,.69074076,.5324074,.4231482,.3046296,.062037,.0083333,276,587,863,531,323,11,2,8,875
"LANCASTER","11 E-5",540,15,272,201,50.1648,68914.179,.60740739,.77222222,.5166667,.3759259,.3388889,.0444444,.0055556,161,285,446,239,193,6,6,4,448
"LANCASTER","11 E-6",933,25,516,266,46.6054,63233.17,.52625936,.68703109,.5155413,.4265809,.3204716,.0610932,.0064309,247,479,726,449,275,7,2,3,736
"LANCASTER","11 E-7",607,15,309,238,48.916,61849.04,.5881384,.73970348,.4991763,.3574959,.3311367,.0477759,.0032949,197,296,493,248,249,6,2,0,505
"LANCASTER","12 A-4",1194,50,564,438,50.0067,74070.963,.57872695,.72529316,.5083752,.3609715,.3484087,.0443886,.0050251,341,633,974,523,434,8,1,7,973
"LANCASTER","12 A-5",803,26,384,362,52.4819,81154.739,.63636363,.81070983,.5193026,.358655,.3997509,.0373599,.0049813,282,405,687,340,345,3,3,2,693
"LANCASTER","12 A-7",1115,16,543,487,52.896,99195.057,.68161434,.85201794,.4896861,.3443946,.4340807,.0376682,.0053812,418,540,958,467,470,10,3,6,956
"LANCASTER","12 A-8",754,9,332,351,53.878,116040.81,.72148544,.85941643,.5066313,.3169761,.4854111,.0212202,.0013263,296,384,680,342,331,5,1,4,683
"LANCASTER","12 A-9",755,16,339,310,49.1232,106344.83,.61721855,.797351,.5139073,.3152318,.4503311,.0211921,.002649,310,350,660,312,339,2,1,2,656
"LANCASTER","12 B-1",961,20,444,366,51.7,68272.764,.54630595,.76378775,.5254943,.359001,.3444329,.0489074,.0020812,277,492,769,394,351,8,4,2,759
"LANCASTER","12 B-2",738,22,340,263,50.4092,70507.576,.6287263,.77777779,.4945799,.3617886,.3482385,.0433604,.004065,223,363,586,315,265,5,2,0,587
"LANCASTER","12 B-4",843,19,366,382,51.981,75613.988,.64650059,.79833925,.5053381,.3226572,.430605,.0260973,.004745,322,387,709,336,367,4,3,3,713
"LANCASTER","12 B-6",736,17,361,317,50.4484,78367.672,.6494565,.81657606,.5081522,.3505435,.4035326,.0421196,.0027174,224,383,607,331,265,5,2,1,604
"LANCASTER","12 B-7",732,16,344,361,50.4153,95534.349,.6748634,.80464482,.5163934,.295082,.4672131,.0204918,.0027322,275,344,619,311,296,5,0,2,614
"LANCASTER","12 C-2",1173,25,550,458,57.2681,61453.303,.59420288,.77578861,.5089514,.372549,.3734015,.0332481,.0008525,336,581,917,488,418,8,3,2,919
"LANCASTER","12 C-7",1394,45,693,532,51.2281,79159.206,.60832137,.75107604,.482066,.3593974,.3687231,.0315638,.0035868,433,700,1133,621,505,14,7,2,1149
"LANCASTER","12 D",1161,27,400,293,51.4229,53627.006,.51937985,.69250643,.5176572,.369509,.3092162,.0602929,.0034453,316,574,890,490,406,3,5,1,905
"LANCASTER","12 F",763,23,363,364,52.6763,62478.826,.52031457,.68152034,.4993447,.3328965,.3748362,.078637,.0065531,232,315,547,255,279,4,5,4,547
"LANCASTER","12 G-2",1080,12,373,283,48.1491,89123.701,.56944442,.7361111,.5148148,.3518519,.3842593,.0425926,.0111111,373,525,898,468,430,10,1,1,910
"LANCASTER","2 C-1",1081,23,541,363,45.6207,67561.052,.40795559,.6623497,.4791859,.3829787,.3182239,.0869565,.0212766,266,451,717,394,338,3,4,3,742
"LANCASTER","2 C-2",884,25,288,237,49.509,67837.312,.52828056,.72171944,.5180995,.3348416,.3823529,.0837104,.0090498,265,418,683,335,333,8,5,2,683
"LANCASTER","2 D-2",1398,23,463,461,46.8154,88329.875,.49356222,.6773963,.4821173,.3311874,.3826896,.0550787,.0157368,425,645,1070,525,538,13,7,6,1089
"LANCASTER","2 D-3",998,20,222,228,44.4509,87377.508,.52605212,.76252502,.4779559,.3507014,.3607214,.0721443,.011022,308,453,761,374,372,9,2,6,763
"LANCASTER","3 D",417,7,138,59,26.7314,108207.78,.22302158,.25659472,.4628297,.470024,.2853717,.088729,.0095923,59,172,231,162,70,2,0,0,234
"LANCASTER","5 B-1",961,23,636,173,45.206,53869.8,.42976066,.59313214,.4734651,.4911551,.1883455,.0728408,.0541103,130,522,652,492,162,7,4,5,670
"LANCASTER","5 C-1",662,16,370,168,48.3293,59007.541,.50151056,.68580061,.4954683,.4818731,.2356495,.0876133,.0090634,121,343,464,307,155,6,4,3,475
"LANCASTER","5 C-3",1195,12,476,163,47.7632,59781.687,.52803349,.69958156,.5004184,.4644352,.2393305,.0661088,.0175732,225,663,888,605,287,8,2,3,905
"LANCASTER","5 E-4",787,21,408,348,51.3723,85848.6,.61880559,.79034305,.5095299,.3240153,.4282084,.0279543,.0088945,250,405,655,354,292,3,1,3,653
"LANCASTER","5 E-5",1005,9,358,262,53.609,136726.05,.71840799,.82288557,.517413,.3243781,.4616915,.0218905,.00199,385,486,871,487,373,6,3,0,869
"LANCASTER","5 E-7",1511,16,345,352,45.7353,119163.82,.57776308,.75248182,.5076109,.3136995,.4374586,.0330907,.0079418,556,753,1309,655,622,10,4,8,1299
"LANCASTER","5 E-8",933,16,444,434,48.403,128368.91,.60128617,.78563774,.5209003,.3022508,.4469453,.0385852,0,359,472,831,425,402,8,2,3,840
"LANCASTER","5 E-9",946,9,359,455,59.0254,157277.55,.75369978,.85306555,.512685,.244186,.577167,.0116279,.0010571,511,362,873,369,492,3,1,2,867
