name,party,state,incumbent_challenge_full,raised,spent
"CORN, KENNETH RAY",DEM,OK,Open seat,$0 ,$0 
"KUZMANICH, JOHN CHRISTOPHER",REP,OR,Challenger,$0 ,$0 
"ROBINSON, ART DR.",REP,OR,Challenger,"$66,352.04 ","$57,044.96 "
"MORGAN, DELINDA",REP,OR,Challenger,$465.00 ,$741.00 
"ROBINSON, MATTHEW ",DEM,OR,Challenger,$0 ,$0 
"LINTHICUM, DENNIS BRADLEY",REP,OR,Challenger,$255.00 ,"$2,121.09 "
"CHRISTOFFERSON, AELEA",DEM,OR,Challenger,$0 ,$719.40 
"BUCHAL, JAMES LAURENCE",REP,OR,Challenger,$0 ,$0 
"PERKINS, JO RAE",REP,OR,Challenger,"$5,159.10 ","$4,915.78 "
"WILLIS, COLM",REP,OR,Challenger,"$279,932.23 ","$277,853.44 "
"WEST, BENJAMIN",REP,OR,Challenger,"$47,138.87 ","$47,138.87 "
"ALLAN, SETH",REP,OR,Challenger,"$19,110.29 ","$19,660.29 "
"MCTEAGUE, DAVE",DEM,OR,Challenger,"$48,756.88 ","$47,837.99 "
"YATES, WILLIAM JASON",REP,OR,Challenger,$0 ,$0 
"KOPSICK, JOSEPH WILLIAM",IND,OR,Challenger,$0 ,$0 
"ROBINSON, DAVID",DEM,OR,Challenger,$0 ,$0 
"SANNES, MARVIN",IND,OR,Challenger,$0 ,$0 
"HUNTTING, CHARLES L ""CHUCK""",LIB,OR,Challenger,$0 ,$0 
"BROADNAX, WOODROW V JR",GRE,OR,Challenger,$0 ,$0 
"NOVICK, STEVE",DEM,OR,Challenger,$0 ,$0 
"REYNOLDS, STEVEN CODY",LIB,OR,Challenger,$0 ,$0 
"BONAMICI, SUZANNE MS.",DEM,OR,Incumbent,"$975,327.46 ","$941,672.71 "
"WALDEN, GREGORY P MR.",REP,OR,Incumbent,"$3,315,749.26 ","$3,328,855.23 "
"BLUMENAUER, EARL",DEM,OR,Incumbent,"$1,511,721.32 ","$1,136,839.04 "
"DEFAZIO, PETER A",DEM,OR,Incumbent,"$1,502,596.63 ","$886,114.95 "
"SCHRADER, KURT",DEM,OR,Incumbent,"$1,909,841.12 ","$1,569,297.38 "
"CASTILLE, KALIKO",DEM,OR,Open seat,$0 ,$0 
"MARIN, MEL M",DEM,PA,Challenger,$100.00 ,$100.00 
"GORDON, BRIAN ANTHONY",DEM,PA,Challenger,"$57,917.67 ","$69,148.85 "
"CARLINEO, GLORIA",REP,PA,Challenger,$0 ,$0 
"BURNS, TIMOTHY RAYMOND",REP,PA,Challenger,$0 ,$0 
"CRITZ, MARK",DEM,PA,Challenger,$0 ,$285.76 
"COYNE, WILLIAM J",DEM,PA,Challenger,"$16,735.30 ","$58,373.29 "
"HALUSZCZAK, MELISSA ANN",REP,PA,Challenger,$0 ,"$3,220.52 "
"DUMAS, CHARLES",DEM,PA,Challenger,$0 ,$0 
"GERLACH, JIM",REP,PA,Challenger,"$6,649.25 ","$40,002.94 "
"SCHOOLEY, TRAVIS",REP,PA,Challenger,$32.00 ,$13.00 
"BROOKS, JANIS C DR",DEM,PA,Challenger,"$10,173.00 ","$11,163.00 "
"DAUGHERTY, RICHARD D",DEM,PA,Challenger,"$22,367.27 ","$21,559.94 "
"EATON, J JACKSON",DEM,PA,Challenger,$0 ,"$5,949.00 "
"CUMMINGS, LAUREEN A.",REP,PA,Challenger,$0 ,"$5,941.99 "
"RATH, MEGAN ANN",REP,PA,Challenger,$0 ,$0 
"LAVALLEE, DANIEL",DEM,PA,Challenger,$0 ,"$1,297.49 "
"TARANTELLA, THOMAS EDWARD",DEM,PA,Challenger,$0 ,$0 
"TAYLOR, KERITH STRANO",DEM,PA,Challenger,"$105,295.61 ","$107,193.05 "
"PARRISH, MICHAEL D",DEM,PA,Challenger,"$411,751.58 ","$393,931.45 "
"BALCHUNIS, MARY ELLEN",DEM,PA,Challenger,"$201,162.23 ","$198,953.87 "
"HALVORSON, ARTHUR L",REP,PA,Challenger,"$299,253.55 ","$244,932.50 "
"BRION, SCOTT FLOYD",DEM,PA,Challenger,$0 ,$218.39 
"TROIANO, NICHOLAS ROBERT",IND,PA,Challenger,$0 ,"$3,369.16 "
"OSTROWSKI, ANDREW J",DEM,PA,Challenger,$0 ,$0 
"MCCLELLAND, ERIN",DEM,PA,Challenger,"$238,962.76 ","$247,416.97 "
"HUGYA, JOHN A",DEM,PA,Challenger,$0 ,$0 
"SCHWARTZ, ALLYSON Y.",DEM,PA,Challenger,$201.00 ,"$3,300.61 "
"HOUGHTON, THOMAS",DEM,PA,Challenger,$30.00 ,"$1,332.14 "
"MOYLAN, DAVID JOHN III MD",REP,PA,Challenger,"$6,072.66 ","$5,893.47 "
"CONNOLLY, MATT",REP,PA,Challenger,"$30,578.00 ","$31,056.78 "
"MUROFF, DANIEL",DEM,PA,Challenger,"$389,218.10 ","$389,218.10 "
"SIMS, BRIAN KENDALL",DEM,PA,Challenger,"$269,542.45 ","$269,542.45 "
"EVANS, DWIGHT",DEM,PA,Challenger,"$1,534,200.26 ","$1,498,444.63 "
"NICKERSON, ZACHARY MICHAEL",IND,PA,Challenger,$875.84 ,$833.59 
"PETERSON, JOHN MR.",REP,PA,Challenger,$0 ,$0 
"SUBICK, JULIAN",IND,PA,Challenger,"$2,433.91 ","$2,348.89 "
"DENHAM, JOE",DEM,PA,Challenger,"$63,242.50 ","$62,916.94 "
"LI, LINDY",DEM,PA,Challenger,"$516,084.63 ","$337,232.53 "
"GOLDERER, BILL",DEM,PA,Challenger,"$425,100.82 ","$425,100.82 "
"CASACIO, STANLEY ""STAN""",REP,PA,Challenger,"$116,651.42 ","$116,651.42 "
"KAIRNES, GERALD JAMES",IND,PA,Challenger,"$1,420.00 ","$1,114.81 "
"MOLESEVICH, MIKE",DEM,PA,Challenger,"$71,898.11 ","$71,898.11 "
"MARSICANO, MICHAEL PAUL",DEM,PA,Challenger,"$422,488.98 ","$413,748.07 "
"LARCHUK, STEVEN B",DEM,PA,Challenger,"$349,057.59 ","$333,169.05 "
"MCALLISTER, LENNY MR",REP,PA,Challenger,"$17,390.00 ","$15,689.32 "
"GEISSINGER, GLENN A",REP,PA,Challenger,"$138,994.72 ","$138,100.72 "
"FRANCIS, RONALD LOUIS JR",REP,PA,Challenger,$50.00 ,"$4,599.77 "
"SCOLLO, PHILIP",DEM,PA,Challenger,$0 ,$0 
"SOLIERI, STEVEN A",REP,PA,Challenger,$0 ,$0 
"FISHER, STEVEN MARK",REP,PA,Challenger,$0 ,$0 
"KLEINMAN, NATHAN I",DEM,PA,Challenger,$0 ,$0 
"MANSFIELD, ROBERT ALLEN",REP,PA,Challenger,$0 ,$0 
"MCINTYRE, CHARLES L",REP,PA,Challenger,$0 ,$0 
"SELLERS, PATRICK HENRY",REP,PA,Challenger,$0 ,$0 
"RAMSBURG, KAREN",DEM,PA,Challenger,$0 ,$0 
"LYNCH, THOMAS EDWARD",DEM,PA,Challenger,$0 ,$0 
"FRANK, DANIEL RICHARD",CON,PA,Challenger,$0 ,$0 
"MALIK, DEAN",REP,PA,Challenger,$0 ,$0 
"DUDDING, RALPH WAYNE",DEM,PA,Challenger,$0 ,$0 
"THOMPSON, LINDA",DEM,PA,Challenger,$0 ,$0 
"RODRIGUEZ, ADAM ANTHONY",DEM,PA,Challenger,$0 ,$0 
"SCHOTT, JEFFREY",REP,PA,Challenger,$0 ,$0 
"VECCHIO, ERIN",DEM,PA,Challenger,$0 ,$0 
"KENNEDY, PATRICK MICHAEL",DEM,PA,Challenger,$0 ,$0 
"MARCOCCIO, ROBERT JOSEPH",IND,PA,Challenger,$0 ,$0 
"STROUSE, KEVIN",DEM,PA,Challenger,$0 ,$0 
"AGBEMBLE, BISMARK",DEM,PA,Challenger,$0 ,$0 
"JONES, JAMES",REP,PA,Challenger,$0 ,$0 
"HARTZOK, ALANNA ",DEM,PA,Challenger,$0 ,$0 
"BROWN, MELISSA M",REP,PA,Challenger,$0 ,$0 
"LEGARSKY, TIMOTHY M",DEM,PA,Challenger,$0 ,$0 
"LASHER, DAVID BRIAN",REP,PA,Challenger,$0 ,$0 
"WHOLEY, DANIEL MATTHEW",DEM,PA,Challenger,$0 ,$0 
"PIPE, MICHAEL",DEM,PA,Challenger,$0 ,$0 
"DOWFORD, SHEILA ELIZABETH",DEM,PA,Challenger,$0 ,$0 
"SEDLOCK, ADAM C JR",DEM,PA,Challenger,$0 ,$0 
"RUSSELL, WILLIAM",REP,PA,Challenger,$0 ,$0 
"CALLAHAN, JOHN BURK",DEM,PA,Challenger,$0 ,$0 
"MUHAMMAD, MIKE",REP,PA,Challenger,$0 ,$0 
"VINSICK, JOHN STEVEN",IND,PA,Challenger,$0 ,$0 
"MOORE, JIMMIE SEE",DEM,PA,Challenger,$0 ,$0 
"CONNOLLY, DANIEL C",DEM,PA,Challenger,$0 ,$0 
"REESE, DONNA R",REP,PA,Challenger,$0 ,$0 
"ONORATO, JOHN A",REP,PA,Challenger,$0 ,$0 
"STILES, LARRY",REP,PA,Challenger,$0 ,$0 
"RYAN, MATTHEW XAVIER",DEM,PA,Challenger,$0 ,$0 
"NOLAN, JOSEPH P",REP,PA,Challenger,$0 ,$0 
"KELLY, GEORGE J JR",REP,PA,Incumbent,"$1,823,035.97 ","$1,219,325.08 "
"ROTHFUS, KEITH MR.",REP,PA,Incumbent,"$1,756,636.42 ","$1,674,103.80 "
"COSTELLO, RYAN A",REP,PA,Incumbent,"$2,484,857.41 ","$2,360,488.65 "
"MEEHAN, PATRICK L. MR.",REP,PA,Incumbent,"$2,436,664.37 ","$2,172,511.18 "
"MARINO, THOMAS ANTHONY",REP,PA,Incumbent,"$1,101,958.12 ","$1,001,713.54 "
"FATTAH, CHAKA MR.",DEM,PA,Incumbent,"$227,214.42 ","$223,607.99 "
"PERRY, SCOTT",REP,PA,Incumbent,"$676,933.76 ","$612,699.19 "
"SHUSTER, WILLIAM MR.",REP,PA,Incumbent,"$4,104,005.17 ","$4,293,980.17 "
"BARLETTA, LOU",REP,PA,Incumbent,"$1,347,448.60 ","$1,031,942.48 "
"CARTWRIGHT, MATT",DEM,PA,Incumbent,"$969,667.01 ","$861,672.00 "
"MURPHY, TIMOTHY",REP,PA,Incumbent,"$1,499,654.48 ","$1,129,959.96 "
"FITZPATRICK, MICHAEL G.",REP,PA,Incumbent,"$112,473.57 ","$926,716.60 "
"BOYLE, BRENDAN F",DEM,PA,Incumbent,"$1,088,645.41 ","$1,042,401.16 "
"DENT, CHARLES W. REP.",REP,PA,Incumbent,"$1,669,362.27 ","$1,754,284.94 "
"DOYLE, MIKE",DEM,PA,Incumbent,"$823,547.80 ","$817,551.70 "
"PITTS, JOSEPH R.",REP,PA,Incumbent,"$408,923.48 ","$485,998.42 "
"BRADY, ROBERT A",DEM,PA,Incumbent,"$755,407.09 ","$722,505.14 "
"THOMPSON, GLENN MR",REP,PA,Incumbent,"$1,206,124.38 ","$1,232,583.08 "
"TRIVEDI, MANAN",DEM,PA,Open seat,"$3,439.90 ","$8,602.34 "
"SCHNELLER, JAMES D",UNK,PA,Open seat,$0 ,$0 
"MARGOLIES-MEZVINSKY, MARJORIE",DEM,PA,Open seat,"$24,750.00 ","$18,600.00 "
"NAUGHTON, SHAUGHNESSY",DEM,PA,Open seat,"$1,474,774.99 ","$1,475,863.57 "
"ARKOOSH, VALERIE ANN",DEM,PA,Open seat,$0 ,$922.05 
"KITTAPPA, RAJA",DEM,PA,Open seat,$0 ,$0 
"WARREN, ANDREW L",REP,PA,Open seat,"$40,860.00 ","$40,858.00 "
"SANTARSIERO, STEVEN J",DEM,PA,Open seat,"$2,848,701.40 ","$2,833,967.38 "
"PETRI, SCOTT",REP,PA,Open seat,"$306,670.00 ","$306,670.00 "
"DUOME, MARC DR.",REP,PA,Open seat,"$11,326.00 ","$11,326.00 "
"FITZPATRICK, BRIAN",REP,PA,Open seat,"$2,178,900.19 ","$2,033,130.72 "
"HARTMAN, CHRISTINA MARIE MS.",DEM,PA,Open seat,"$1,193,732.40 ","$1,148,979.24 "
"BEILER, CHET",REP,PA,Open seat,"$659,814.92 ","$661,637.87 "
"SMUCKER, LLOYD K",REP,PA,Open seat,"$1,728,569.42 ","$1,694,547.87 "
"WEGMAN, GARY",DEM,PA,Open seat,"$6,599.97 ","$7,099.97 "
"WELCH, STEVEN D",REP,PA,Open seat,$0 ,$0 
"MCQUEEN, CLAY D",REP,PA,Open seat,$0 ,$0 
"WAGA, THEADORE III",REP,PA,Open seat,$0 ,$0 
"MALONEY, ERIC",REP,PA,Open seat,$0 ,$0 
"CERNIC, ED JR",DEM,PA,Open seat,$0 ,$0 
"ADCOCK, CARSON DEE",REP,PA,Open seat,$0 ,$0 
"DIBELIUS, DAVID ALAN",REP,PA,Open seat,$0 ,$0 
"HERNANDEZ-MAYORAL, JOSE A",DEM,PR,Challenger,$0 ,$0 
"ALOMAR, RAFAEL COX",DEM,PR,Challenger,"$21,540.00 ","$21,906.25 "
"BAYOUTH, ALFREDO CASTELLANOS",IND,PR,Challenger,$0 ,$0 
"PIERLUISI, PEDRO",DEM,PR,Incumbent,"$58,600.00 ","$48,872.97 "
"VIVONI, MIGUEL HERNANDEZ",OTH,PR,Open seat,"$22,000.00 ","$27,285.23 "
"LABOY-ALVARADO, ZOE M",OTH,PR,Open seat,"$26,254.50 ","$24,728.45 "
"GONZALEZ COLON, JENNIFFER",NPP,PR,Open seat,"$941,389.09 ","$917,851.32 "
"FERRER RIOS, HECTOR",DEM,PR,Open seat,"$286,447.75 ","$265,834.82 "
"ROSA, ANGEL",DEM,PR,Open seat,"$210,962.86 ","$207,560.09 "
"PESQUERA, CARLOS IGNACIO",OTH,PR,Open seat,"$409,651.02 ","$451,707.43 "
"NOGALES-MOLINELLI, MARIANA",PPT,PR,Open seat,"$2,451.87 ","$2,003.45 "
"BATTLES, MICHAEL JOSEPH",REP,RI,Challenger,$0 ,$0 
"TRAN, STANFORD",REP,RI,Challenger,$0 ,$0 
"LYNCH, CORMICK",REP,RI,Challenger,"$3,000.00 ","$8,247.40 "
"MACBETH, KAREN",REP,RI,Challenger,"$13,720.00 ","$13,720.00 "
"ARCHER, STEVEN",DEM,RI,Challenger,"$13,368.06 ","$13,218.95 "
"MACIEL, JONATHAN",IND,RI,Challenger,$0 ,$0 
"GARDINER, MICHAEL J",REP,RI,Challenger,$0 ,$0 
"GRECO, ERNEST A",DEM,RI,Challenger,$0 ,$0 
"FECTEAU, MATTHEW J",DEM,RI,Challenger,$0 ,$0 
"RILEY, MICHAEL G. MR.",REP,RI,Challenger,$0 ,$0 
"MATSON, JOHN O",DEM,RI,Challenger,$0 ,$0 
"ZUCCOLO, JOE",UNK,RI,Challenger,$0 ,$0 
"REIS, RHUE",REP,RI,Challenger,"$7,670.00 ","$2,834.26 "
"TAUB, H. RUSSELL",REP,RI,Challenger,"$123,025.09 ","$100,816.58 "
"CICILLINE, DAVID N",DEM,RI,Incumbent,"$1,523,477.59 ","$913,194.34 "
"LANGEVIN, JAMES R. HONORABLE",DEM,RI,Incumbent,"$1,168,206.09 ","$989,612.96 "
"LYNCH, WILLIAM J",DEM,RI,Open seat,$0 ,$0 
"LEE, JAMES LEWIS",REP,SC,Challenger,"$8,350.00 ","$8,603.20 "
"SMART, ANDREW THOMAS",REP,SC,Challenger,$0 ,$0 
"BAUER, ANDRE",REP,SC,Challenger,"$1,600.00 ","$3,100.00 "
"TALLON, ROBIN",DEM,SC,Challenger,"$164,281.00 ","$153,862.85 "
"TINUBU, GLORIA BROMELL",DEM,SC,Challenger,"$2,176.94 ","$2,436.70 "
"WALLACE, RANDAL",REP,SC,Challenger,"$7,866.45 ","$13,666.06 "
"HOFFMAN, JONATHAN",REP,SC,Challenger,$0 ,$0 
"CHERNY, DIMITRI",DEM,SC,Challenger,"$27,561.90 ","$26,238.77 "
"GREENLEAF, HARRY EDLOE II",DEM,SC,Challenger,"$5,592.48 ","$6,218.69 "
"CLEVELAND, HOSEA N",DEM,SC,Challenger,"$10,737.00 ","$9,166.00 "
"WROBLESKI-MULLIS, BARBARA JO",DEM,SC,Challenger,$0 ,$0 
"ADAMS, THOMAS A",DEM,SC,Challenger,$0 ,$0 
"HORNE, JENNY A",REP,SC,Challenger,"$147,228.74 ","$145,253.79 "
"BJORN, ARIK",DEM,SC,Challenger,"$70,174.61 ","$69,903.87 "
"FEDALEI, CHRISTOPHER",DEM,SC,Challenger,"$100,747.12 ","$100,011.58 "
"PERSON, FRANCIS J",DEM,SC,Challenger,"$706,808.00 ","$700,295.05 "
"HYMAN, MAL",DEM,SC,Challenger,"$95,568.25 ","$95,568.25 "
"WINN, LEON",REP,SC,Challenger,$0 ,$0 
"MORROW, DEB",DEM,SC,Challenger,$0 ,$0 
"MAHLER, RICHARD",LIB,SC,Challenger,$0 ,$0 
"ST JOHN , JACK ANDREW JR",REP,SC,Challenger,$0 ,$0 
"CULLER, RENEE' ELLIOTT",REP,SC,Challenger,$0 ,$0 
"KNOTT, JOYCE",DEM,SC,Challenger,$0 ,$0 
"DUNCAN, JEFFREY D MR.",REP,SC,Incumbent,"$618,229.20 ","$715,207.80 "
"GOWDY, TREY",REP,SC,Incumbent,"$1,902,503.31 ","$1,588,411.29 "
"MULVANEY, JOHN MICHAEL 'MICK'",REP,SC,Incumbent,"$1,271,154.29 ","$1,317,527.76 "
"CLYBURN, JAMES E.",DEM,SC,Incumbent,"$2,183,228.43 ","$2,172,615.00 "
"WILSON, JOE THE HON.",REP,SC,Incumbent,"$1,153,117.97 ","$744,980.15 "
"RICE, TOM",REP,SC,Incumbent,"$1,113,297.11 ","$966,223.53 "
"SANFORD, MARSHALL C. HON.",REP,SC,Incumbent,"$741,773.11 ","$165,469.81 "
"GROOMS, LAWRENCE K",REP,SC,Open seat,$11.55 ,$133.60 
"PARKER, CLARK B",REP,SC,Open seat,$0 ,$0 
"BOSTIC, CURTIS EILLIOTT",REP,SC,Open seat,$0 ,$0 
"KUHN, JOHN",REP,SC,Open seat,$0 ,$0 
"COLBERT BUSCH, ELIZABETH",DEM,SC,Open seat,$177.76 ,"$11,754.50 "
"FRASIER, BENJAMIN JR",DEM,SC,Open seat,"$25,550.00 ","$35,297.70 "
"BRYANT, ERIC LAWRENCE",REP,SC,Open seat,$0 ,$0 
"BLANDFORD, KEITH WARRICK",REP,SC,Open seat,$0 ,$0 
"DOBBS, ROBERT",DEM,SC,Open seat,$0 ,$0 
"LARKIN, TIMOTHY EDWARD",REP,SC,Open seat,$0 ,$0 
"MCCULLOUGH, MILTON ELMER 'MAC' JR",CIT,SC,Open seat,$0 ,$0 
"ROBINSON, CORINNA",DEM,SD,Challenger,"$13,405.62 ","$1,231.39 "
"HAWKS, PAULA",DEM,SD,Challenger,"$402,739.72 ","$402,432.86 "
"JANKLOW, WILLIAM",REP,SD,Challenger,$0 ,$0 
"NOEM, KRISTI LYNN",REP,SD,Incumbent,"$2,346,017.66 ","$3,071,850.33 "
"RIES, BOB",REP,TN,Challenger,$0 ,$0 
"ZELENIK, LOU ANN",REP,TN,Challenger,$0 ,$0 
"TRACY, JIM",REP,TN,Challenger,$0 ,"$3,163.51 "
"WAMP, THOMAS WESTON",REP,TN,Challenger,$0 ,$0 
"HEADRICK, MARY MARGARET",DEM,TN,Challenger,"$8,083.80 ",$0 
"STEWART, RICHARD ERIC",DEM,TN,Challenger,$0 ,"$7,038.03 "
"SMITH , JOHN (BIG JOHN)",REP,TN,Challenger,"$10,611.00 ","$10,510.00 "
"STAATS, RICHARD BRADLEY",REP,TN,Challenger,$0 ,$0 
"NORRIS, MARK",REP,TN,Challenger,$0 ,$0 
"CARR, JOE",REP,TN,Challenger,"$124,469.56 ","$122,084.52 "
"FAPARUSI, YOMI DR. SR.",REP,TN,Challenger,"$276,472.00 ","$272,242.76 "
"SHERRELL, LENDA",DEM,TN,Challenger,$0 ,$0 
"DAVIS, LINCOLN EDWARD",DEM,TN,Challenger,$0 ,$933.92 
"WILKINS, RICKY E",DEM,TN,Challenger,$0 ,"$20,147.98 "
"LEVENE, ALLAN MR.",REP,TN,Challenger,"$7,220.00 ","$11,600.65 "
"DAVIS, DAVID",REP,TN,Challenger,$0 ,$0 
"TRIBBLE, CLINT",REP,TN,Challenger,"$56,332.80 ","$54,817.50 "
"SMITH, GEOFFERY SUHMER",REP,TN,Challenger,"$7,812.86 ","$7,688.82 "
"SHEKARI, MELODY",DEM,TN,Challenger,"$100,120.43 ","$100,120.43 "
"STARRETT, GRANT",REP,TN,Challenger,"$1,707,147.18 ","$1,703,422.75 "
"PERSLEY, ERRAN FELIC MR.",REP,TN,Challenger,"$7,650.00 ","$7,642.38 "
"REYNOLDS, STEVEN",DEM,TN,Challenger,"$62,387.76 ","$57,683.62 "
"BALL, JODY",REP,TN,Challenger,$0 ,$0 
"SNYDER, STACY RIES",REP,TN,Challenger,"$93,199.95 ","$90,818.51 "
"KENT, DAVID W.",DEM,TN,Challenger,"$6,204.03 ","$6,101.94 "
"MANTANONA, NICHOLAS BRENT MR.",IND,TN,Challenger,$2.00 ,$0 
"DONOVAN, JOHN GERARD",REP,TN,Challenger,$0 ,$0 
"MILLEN, KEVIN",REP,TN,Challenger,$0 ,$0 
"SAMPLES, WILLIAM GREGORY",IND,TN,Challenger,$0 ,$0 
"WARDEN, MICHAEL STERLING",REP,TN,Challenger,$0 ,$0 
"TAYLOR-SHELBY, MARY",IND,TN,Challenger,$0 ,$0 
"LANE, STEVEN PATRICK",REP,TN,Challenger,$0 ,$0 
"EDMONDSON, STEVEN LAWRENCE",REP,TN,Challenger,$0 ,$0 
"LOWERY, JERRY LYNN",REP,TN,Challenger,$0 ,$0 
"HARTLINE, JEFFREY ALAN ALAN",REP,TN,Challenger,$0 ,$0 
"BERGMANN, CHARLOTTE",REP,TN,Challenger,$0 ,$0 
"TARUM , TRACY C.",REP,TN,Challenger,$0 ,$0 
"KIAH, MORRIS MO F",IND,TN,Challenger,$0 ,$0 
"ROBINSON, RACHEL",DEM,TN,Challenger,$0 ,$0 
"POWERS, AMOS SCOTT",DEM,TN,Challenger,$0 ,$0 
"CRAMER, DANIEL NELSON",DEM,TN,Challenger,$0 ,$0 
"PIVNICK, LAWRENCE ALLEN",DEM,TN,Challenger,$0 ,$0 
"BRADLEY, WES",DEM,TN,Challenger,$0 ,$0 
"HARRELL, JAMES",REP,TN,Challenger,$0 ,$0 
"CLARK, DEWEY",IND,TN,Challenger,$0 ,$0 
"KOVACH, THOMAS F",IND,TN,Challenger,$0 ,$0 
"KUMAR, VIJAY A",REP,TN,Challenger,$0 ,$0 
"SWITZER, HOWARD MICHAEL",GRE,TN,Challenger,$0 ,$0 
"WILLIAMS, CHASE A",REP,TN,Challenger,$0 ,$0 
"AMOUZOUVIK, CREDO COMLAN",DEM,TN,Challenger,$0 ,$0 
"BRIMM, JACOB DANIEL",REP,TN,Challenger,$0 ,$0 
"CARTER, CHRISTOPHER LYNN",REP,TN,Challenger,$0 ,$0 
"COLLINGS, STEPHEN WILLIAM",LIB,TN,Challenger,$0 ,$0 
"FLEISCHMANN, CHARLES J",REP,TN,Incumbent,"$1,647,860.81 ","$1,151,336.93 "
"DESJARLAIS, SCOTT HON.",REP,TN,Incumbent,"$607,723.43 ","$541,926.97 "
"BLACK, DIANE L MRS.",REP,TN,Incumbent,"$1,818,177.58 ","$2,819,757.52 "
"FINCHER, STEVE MR.",REP,TN,Incumbent,"$521,477.03 ","$676,252.83 "
"COOPER, JAMES H S",DEM,TN,Incumbent,"$653,995.05 ","$633,841.14 "
"BLACKBURN, MARSHA MRS.",REP,TN,Incumbent,"$2,192,758.42 ","$1,503,428.06 "
"ROE, DAVID PHILLIP DR.",REP,TN,Incumbent,"$403,651.27 ","$309,828.08 "
"COHEN, STEPHEN IRA",DEM,TN,Incumbent,"$615,634.82 ","$291,800.44 "
"DUNCAN, JOHN J REP. JR.",REP,TN,Incumbent,"$382,499.02 ","$509,943.24 "
"KYRIAKIDIS, SAVAS T.",IND,TN,Open seat,$0 ,$0 
"HERRON, ROY BRASFIELD",DEM,TN,Open seat,$1.52 ,$802.78 
"KUSTOFF, DAVID",REP,TN,Open seat,"$1,397,459.98 ","$1,284,633.77 "
"HART, JAMES",IND,TN,Open seat,$501.20 ,$310.80 
"MILLS, JOHN JOHN",REP,TN,Open seat,"$7,875.97 ","$8,951.29 "
"KELSEY, BRIAN",REP,TN,Open seat,"$848,627.21 ","$847,678.61 "
"FLINN, GEORGE S DR JR",REP,TN,Open seat,"$3,027,559.25 ","$3,015,955.42 "
"LUTTRELL, MARK H JR",REP,TN,Open seat,"$365,771.00 ","$359,181.23 "
"GREER, JOHN BRADLEY MR",REP,TN,Open seat,"$148,989.91 ","$143,917.68 "
"MALDONADO, DAVID JOSEPH",REP,TN,Open seat,"$5,184.00 ","$3,014.81 "
"BAKER, TERRY HUNTER JR.",REP,TN,Open seat,"$10,328.99 ","$10,328.99 "
"LEATHERWOOD, THOMAS F III",REP,TN,Open seat,"$53,601.41 ","$54,078.18 "
"SMITH, ROBIN TUCKER",REP,TN,Open seat,$0 ,$0 
"BARRY , HENRY CLAY",DEM,TN,Open seat,$0 ,$0 
"ERDEL, GEORGE T",DEM,TN,Open seat,$0 ,$0 
"ROBERTS, KERRY EVAN",REP,TN,Open seat,$0 ,$0 
"STEINFELS, CRAIG RICHARD",REP,TN,Open seat,$0 ,$0 
"GORE, BRANDON ERIC",IND,TN,Open seat,$0 ,$0 
"KERNEA, RICK",REP,TN,Open seat,$0 ,$0 
"LINGENFELDER, JOHN JR",DEM,TX,Challenger,"$2,172.42 ",$135.00 
"HALL, RALPH MOODY",REP,TX,Challenger,"$191,435.43 ","$356,217.42 "
"GIGLIOTTI, LOUIS P",REP,TX,Challenger,"$122,374.95 ","$130,300.16 "
"COZAD, DAVID EDWIN",DEM,TX,Challenger,"$3,245.23 ","$3,608.25 "
"GREENE, MARK",DEM,TX,Challenger,$0 ,$0 
"BRODEN, STEPHEN EDWARD",REP,TX,Challenger,$0 ,"$11,417.64 "
"MCKELLAR, SHIRLEY JONETTA  DR",DEM,TX,Challenger,"$13,358.34 ","$12,557.47 "
"CAESAR, JOSHUA C",REP,TX,Challenger,$0 ,$0 
"CHOW, JOE",REP,TX,Challenger,$0 ,$854.40 
"CHAUVIN, ARLIN HUGH",LIB,TX,Challenger,"$2,300.00 ","$1,120.00 "
"CARGAS, JAMES P",DEM,TX,Challenger,"$68,159.55 ","$62,159.16 "
"BURNS, NEIL  PAUL",DEM,TX,Challenger,$0 ,$0 
"CADIEN, TAWANA W.",DEM,TX,Challenger,"$6,120.63 ","$7,186.34 "
"BARLOW, PAMELA LEE  DVM",REP,TX,Challenger,$0 ,$40.00 
"SEIBERT, SEAN",REP,TX,Challenger,$0 ,$0 
"MARTIN, MAX OWEN",DEM,TX,Challenger,$0 ,$0 
"BUSTAMANTE, JOHN MARCUS",DEM,TX,Challenger,$0 ,$205.98 
"GALLEGO, PETE",DEM,TX,Challenger,"$2,198,475.57 ","$2,227,078.06 "
"MCGEHEARTY, PATRICK  FABIAN",DEM,TX,Challenger,$0 ,$481.00 
"COSTA, DIANNE SALVAGNO",REP,TX,Challenger,$0 ,$0 
"SAENZ BLANCHARD, DENISE",DEM,TX,Challenger,$185.00 ,$167.48 
"GARZA, RAMIRO JR",DEM,TX,Challenger,$0 ,$0 
"CARAWAY, BARBARA LEN MALLORY",DEM,TX,Challenger,"$43,737.23 ","$43,688.23 "
"STACY, JOHN WILLIAM",REP,TX,Challenger,$0 ,"$3,570.97 "
"MITCHELL, MONTE MARK",REP,TX,Challenger,"$29,870.04 ","$34,933.34 "
"NARVAIZ, SUSAN",REP,TX,Challenger,"$132,850.27 ","$132,593.04 "
